Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,48,279,1339,496,Outlet
Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,46,278,1279,614,Online
Foot Locker,1185732,9/22/2020,Southeast,Florida,Miami,Women's Apparel,56,278,1557,950,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,58,278,1612,984,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,50,278,1390,792,Online
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,46,278,1279,435,Outlet
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,47,278,1307,287,Outlet
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,36,278,1001,530,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,34,278,945,397,Outlet
West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,56,277,1551,698,Online
Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,36,276,994,467,Online
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,37,276,1021,643,Online
Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,28,276,773,417,Online
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,25,275,6875,2750,Outlet
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,25,275,6875,2750,In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30,275,8250,2888,In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,20,275,5500,1925,In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15,275,4125,1650,In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,25,275,6875,2406,In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,25,275,6875,2750,In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,20,275,5500,2200,In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Apparel,30,275,8250,2888,In-store
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,20,275,5500,2200,Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20,275,5500,2200,Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,30,275,8250,2888,Online
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,275,6875,2406,Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,10,275,2750,1100,Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,25,275,6875,2750,Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,275,4125,1650,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,15,275,4125,1444,Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,30,275,8250,2475,Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25,275,6875,2063,Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,25,275,6875,2750,Online
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,8250,2888,In-store
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,8250,2888,In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,15,275,4125,1444,In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,25,275,6875,2750,In-store
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30,275,8250,3300,In-store
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30,275,8250,3300,In-store
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,30,275,8250,3300,In-store
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,30,275,8250,3300,In-store
Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,25,275,6875,2750,In-store
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,53,273,1447,622,Online
West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,56,273,1529,764,Online
West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,62,273,1693,779,Online
West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,58,273,1583,428,Online
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,46,273,1256,691,Online
Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,44,273,1201,661,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,51,273,1392,780,Online
Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,27,272,734,404,Outlet
Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,31,272,843,329,Outlet
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,36,272,979,382,Outlet
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,37,272,1006,292,Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,40,272,1088,500,Outlet
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,47,272,1278,729,Outlet
Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,29,272,789,394,Outlet
Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,38,272,1034,641,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,50,272,1360,435,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,272,1632,441,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,30,272,816,416,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,60,272,1632,604,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,67,272,1822,729,Outlet
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,46,272,1251,576,Outlet
West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,33,271,894,376,Outlet
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,40,271,1084,412,Outlet
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,40,271,1084,325,Outlet
Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,31,271,840,496,Outlet
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,44,271,1192,608,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,40,271,1084,466,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,39,271,1057,444,Outlet
Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,54,270,1458,598,Online
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,54,270,1458,656,Online
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,50,270,1350,594,Online
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,44,270,1188,653,Online
Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,56,270,1512,907,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,86,270,2322,1231,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,270,1566,767,Online
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,35,270,945,350,Outlet
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,41,270,1107,410,Outlet
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,20,270,540,211,Outlet
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,26,270,702,260,Outlet
Walmart,1197831,9/4/2020,South,Texas,Houston,Women's Apparel,39,270,1053,569,Outlet
Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,34,270,918,349,Outlet
West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,44,270,1188,523,Outlet
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,47,268,1260,592,Online
Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,29,268,777,373,Online
Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,37,268,992,486,Online
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,56,268,1501,420,Online
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,41,268,1099,659,Online
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,51,268,1367,820,Online
Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,53,267,1415,594,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33,265,875,507,Online
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,27,264,713,285,Outlet
Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,33,264,871,366,Outlet
West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,30,264,792,309,Outlet
West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,46,264,1214,486,Outlet
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,56,264,1478,281,Outlet
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,51,264,1346,202,Outlet
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,24,264,634,279,Outlet
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,48,264,1267,279,Outlet
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,41,264,1082,336,Outlet
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,39,264,1030,278,Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,43,264,1135,341,Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,42,264,1109,333,Outlet
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,34,264,898,467,Outlet
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,34,264,898,377,Outlet
Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,30,264,792,396,Outlet
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,37,264,977,479,Outlet
Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,37,264,977,537,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,35,264,924,425,Outlet
Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,51,264,1346,794,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,24,264,634,203,Outlet
Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,66,263,1736,642,Online
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,52,263,1368,602,Online
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,53,263,1394,878,Online
Sports Direct,1197831,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,36,263,947,568,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Street Footwear,59,263,1552,869,Online
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,263,1447,926,Online
Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,894,447,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,710,383,Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,64,263,1683,1060,Online
Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,30,263,789,308,Outlet
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,26,263,684,328,Outlet
West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,49,263,1289,309,Outlet
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,59,263,1552,884,Outlet
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,39,263,1026,359,Outlet
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,36,263,947,625,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,74,263,1946,545,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,35,263,921,377,Outlet
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Street Footwear,31,263,815,359,Outlet
Foot Locker,1185732,1/8/2020,Northeast,New York,New York,Men's Athletic Footwear,46,261,1201,528,Online
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,46,261,1201,564,Online
Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,47,261,1227,552,Online
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,60,261,1566,673,Online
Walmart,1197831,10/31/2020,South,Texas,Houston,Women's Apparel,53,261,1383,858,Online
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,83,261,2166,953,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Street Footwear,50,261,1305,783,Online
Foot Locker,1185732,1/2/2020,Northeast,New York,New York,Men's Athletic Footwear,47,260,1222,513,Online
Foot Locker,1185732,1/6/2020,Northeast,New York,New York,Women's Apparel,46,260,1196,443,Online
Foot Locker,1185732,1/26/2020,Northeast,New York,New York,Men's Athletic Footwear,48,259,1243,535,Online
Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's Athletic Footwear,50,259,1295,518,Online
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,38,259,984,453,Online
Walmart,1197831,8/31/2020,South,Texas,Houston,Men's Athletic Footwear,41,259,1062,478,Online
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,66,259,1709,513,Online
West Gear,1185732,9/10/2020,Southeast,Florida,Miami,Women's Apparel,63,259,1632,1061,Online
Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's Street Footwear,52,258,1342,644,Online
Foot Locker,1185732,3/18/2020,Northeast,New York,New York,Women's Street Footwear,45,257,1157,532,Online
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,42,256,1075,624,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,39,256,998,579,Online
West Gear,1128299,1/7/2021,West,California,San Francisco,Men's Athletic Footwear,50,256,1280,384,Outlet
West Gear,1128299,2/10/2021,West,California,San Francisco,Women's Apparel,56,256,1434,215,Outlet
West Gear,1128299,2/13/2021,West,California,San Francisco,Women's Street Footwear,44,256,1126,372,Outlet
West Gear,1128299,2/16/2021,West,California,San Francisco,Women's Apparel,50,256,1280,218,Outlet
Kohl's,1189833,5/13/2021,West,California,Los Angeles,Men's Street Footwear,36,256,922,433,Outlet
Sports Direct,1197831,9/10/2021,South,Texas,Dallas,Men's Street Footwear,30,256,768,284,Outlet
Sports Direct,1197831,9/16/2021,South,Texas,Dallas,Men's Street Footwear,34,256,870,366,Outlet
Sports Direct,1197831,9/23/2021,South,Texas,Dallas,Men's Athletic Footwear,43,256,1101,506,Outlet
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,54,256,1382,829,Outlet
Sports Direct,1197831,4/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,28,256,717,337,Outlet
Sports Direct,1197831,9/6/2021,South,Alabama,Birmingham,Men's Street Footwear,31,256,794,421,Outlet
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,55,256,1408,436,Outlet
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Street Footwear,26,256,666,366,Outlet
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Street Footwear,69,256,1766,654,Outlet
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Athletic Footwear,62,256,1587,667,Outlet
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,47,256,1203,566,Outlet
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,57,256,1459,642,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30,256,768,307,Outlet
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Men's Street Footwear,41,256,1050,472,Outlet
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Street Footwear,48,256,1229,578,Outlet
Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,33,255,842,379,Online
Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,44,255,1122,539,Online
Walmart,1197831,10/28/2020,South,Texas,Houston,Women's Street Footwear,47,255,1199,587,Online
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,54,255,1377,923,Online
Foot Locker,1185732,9/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,46,255,1173,528,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,41,255,1046,575,Online
Kohl's,1185732,8/11/2021,West,Wyoming,Cheyenne,Men's Street Footwear,47,255,1199,767,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,79,255,2015,1007,Online
Sports Direct,1185732,12/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,255,1403,856,Online
West Gear,1128299,7/23/2021,West,Oregon,Portland,Men's Street Footwear,79,255,2015,967,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,86,255,2193,1118,Online
Sports Direct,1197831,7/25/2020,South,Texas,Houston,Men's Street Footwear,20,255,510,209,Outlet
Walmart,1197831,9/6/2020,South,Texas,Houston,Men's Athletic Footwear,32,255,816,302,Outlet
Walmart,1197831,9/13/2020,South,Texas,Houston,Women's Street Footwear,39,255,995,368,Outlet
West Gear,1128299,1/21/2021,West,California,San Francisco,Women's Athletic Footwear,52,255,1326,451,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,68,255,1734,624,Outlet
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,73,255,1862,875,Outlet
Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Men's Athletic Footwear,37,255,944,406,Outlet
Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,64,254,1626,683,Online
Sports Direct,1197831,7/31/2020,South,Texas,Houston,Men's Street Footwear,29,254,737,331,Online
